Person Number,Sex,Race,Age,Undergraduate School Name,Undergraduate GPA,Undergraduate Major,Graduate School Name,Graduate GPA,Graduate Major,Activity1,Activity2,Activity3,Activity4,Activity5,Activity6,Activity7,Skill1,Skill2,Skill3,Skill4,Skill5,Is Employed
433,Male,Black,47,University of California San Diego,3.5,Mathematics,,,,Varsity Men's Track & Field,Varsity Football,Student Government,Hacking Club,Electric Vehicles Club,IEEE,,Microsoft Word,ROS,Coding,Python,,1,
434,Male,White,44,Princeton University,3.7,Computer Engineering,Swiss Federal Institute of Technology in Zurich,3.6,Mechanical Engineering,Fraternity 1,Fraternity 2,IEEE,Robotics Club,Student Government,Habitat for Humanity,AIAA,Simulink,CAD,Experimental Design,Prototyping,ROS,1,
435,Male,Asian,62,University of California Berkeley,3.5,Computer Engineering,University of California Berkeley,3.7,Electrical Engineering,Fraternity 1,Varsity Men's Soccer,Electric Vehicles Club,IEEE,Student Government,Habitat for Humanity,Robotics Club,Presenting,Simulation,Microsoft Word,Communication,Math,1,
436,Male,Other,32,University of Oxford,3.7,Aerospace Engineering,University of Cambridge,3.5,Mechanical Engineering,Varsity Football,Fraternity 1,Engineers without Borders,ASME,IEEE,Rocket Club,AIAA,Experimental Design,Simulink,ROS,C++,Microsoft Word,1,
437,Male,Asian,32,Massachusetts Institute of Technology,3.6,Electrical Engineering,Stanford University,3.6,Electrical Engineering,Fraternity 2,Fraternity 3,ASME,Engineers without Borders,Electric Vehicles Club,AIAA,Habitat for Humanity,Coding,LaTeX,Matlab,Python,C++,1,
438,Male,Hispanic,30,University of Chicago,3.7,Physics,Harvard University,3.6,Computer Engineering,Varsity Men's Soccer,Fraternity 2,ASME,AIAA,Student Government,Robotics Club,Rocket Club,C++,CAD,Presenting,Math,Simulation,1,
439,Male,Unspecified,63,University of Oxford,3.5,Aerospace Engineering,University of Chicago,3.5,Mechanical Engineering,Varsity Hockey,Varsity Men's Track & Field,Aviation Club,Robotics Club,Student Government,Rocket Club,AIAA,Matlab,Simulink,LaTeX,ROS,Simulation,1,
440,Male,Black,30,Rockefeller University,3.3,Mathematics,,,,Varsity Hockey,Fraternity 1,Ultimate Frisbee,Economics Club,Habitat for Humanity,Aviation Club,,Presenting,CAD,Experimental Design,ROS,,1,
441,Male,Asian,33,Columbia University,3.7,Physics,Weizmann Institute of Science,3.7,Electrical Engineering,Fraternity 2,Fraternity 3,Tau Beta Pi,Student Government,Ultimate Frisbee,Engineers without Borders,Robotics Club,CAD,Simulation,Presenting,Microsoft Word,Communication,1,
442,Male,Other,44,California Institute of Technology,3.5,Aerospace Engineering,Yale University,3.7,Aerospace Engineering,Fraternity 2,Varsity Men's Soccer,Economics Club,Aviation Club,Student Government,AIAA,Electric Vehicles Club,Coding,ROS,Math,Presenting,Robotics,1,
443,Male,Black,51,University of Wisconsin–Madison,3.5,Electrical Engineering,,,,Varsity Football,Fraternity 2,IEEE,Economics Club,Rocket Club,Student Government,,CAD,Presenting,Microsoft Word,ROS,,1,
444,Male,Black,49,University of California San Diego,3.5,Aerospace Engineering,,,,Varsity Men's Soccer,Fraternity 3,Engineers without Borders,IEEE,Tau Beta Pi,Electric Vehicles Club,,Simulation,Coding,ROS,Math,,1,
445,Male,Other,59,Johns Hopkins University,3.5,Electrical Engineering,,,,Fraternity 1,Varsity Men's Track & Field,Tau Beta Pi,Habitat for Humanity,IEEE,ASME,,Presenting,Coding,Microsoft Word,C++,,1,
446,Male,Unspecified,27,Yale University,3.5,Computer Engineering,Cornell University,3.7,Mechanical Engineering,Varsity Men's Track & Field,Varsity Hockey,ASME,Economics Club,Engineers without Borders,Rocket Club,Ultimate Frisbee,Math,Microsoft Excel,Presenting,LaTeX,Experimental Design,1,
447,Male,Hispanic,25,University of Pennsylvania,3.3,Mechanical Engineering,,,,Varsity Football,Fraternity 3,Economics Club,Rocket Club,Student Government,Electric Vehicles Club,,ROS,C++,Simulation,Simulink,,1,
448,Male,Unspecified,60,University of Cambridge,3.6,Electrical Engineering,University of Tokyo,3.7,Computer Engineering,Varsity Football,Varsity Men's Track & Field,AIAA,Hacking Club,IEEE,Aviation Club,Tau Beta Pi,Communication,Simulink,Prototyping,Presenting,Robotics,1,
449,Male,Hispanic,56,University of Tokyo,3.6,Mathematics,University of Pennsylvania,3.5,Aerospace Engineering,Varsity Men's Soccer,Fraternity 1,Robotics Club,Rocket Club,IEEE,Ultimate Frisbee,Aviation Club,Communication,Python,Coding,Microsoft Excel,ROS,1,
450,Male,Hispanic,61,University of Tokyo,3.5,Mechanical Engineering,Stanford University,3.5,Computer Engineering,Fraternity 2,Varsity Men's Track & Field,Electric Vehicles Club,Engineers without Borders,Habitat for Humanity,AIAA,Aviation Club,Math,Presenting,Communication,Microsoft Excel,Python,1,
451,Male,Black,24,University of California Los Angeles,3.7,Computer Engineering,University of Chicago,3.6,Electrical Engineering,Fraternity 1,Varsity Football,Aviation Club,Tau Beta Pi,Habitat for Humanity,ASME,Robotics Club,CAD,Simulink,Math,Simulation,ROS,1,
452,Male,Hispanic,64,Swiss Federal Institute of Technology in Zurich,3.6,Aerospace Engineering,University of Pennsylvania,3.7,Electrical Engineering,Fraternity 1,Varsity Men's Soccer,Student Government,Hacking Club,Ultimate Frisbee,Electric Vehicles Club,Habitat for Humanity,Experimental Design,ROS,Simulation,Prototyping,Microsoft Excel,1,
453,Male,Other,51,Swiss Federal Institute of Technology in Zurich,3.5,Electrical Engineering,Columbia University,3.7,Computer Engineering,Fraternity 3,Fraternity 2,Electric Vehicles Club,Economics Club,Engineers without Borders,Tau Beta Pi,IEEE,Python,Simulink,Experimental Design,Matlab,Simulation,1,
454,Male,Unspecified,58,University of Oxford,3.5,Mathematics,Stanford University,3.7,Aerospace Engineering,Fraternity 3,Fraternity 2,Rocket Club,Student Government,Ultimate Frisbee,Aviation Club,Electric Vehicles Club,Microsoft Word,ROS,Prototyping,Experimental Design,C++,1,
455,Male,White,43,University of California Los Angeles,3.7,Computer Engineering,University of Tokyo,3.7,Computer Engineering,Fraternity 1,Varsity Men's Track & Field,Economics Club,Tau Beta Pi,Electric Vehicles Club,Engineers without Borders,ASME,Experimental Design,Python,Simulink,LaTeX,Robotics,1,
456,Male,Hispanic,50,University of California Berkeley,3.5,Physics,Kyoto University,3.6,Mechanical Engineering,Fraternity 1,Fraternity 2,Robotics Club,Hacking Club,AIAA,Ultimate Frisbee,Student Government,Experimental Design,Microsoft Word,Robotics,Communication,Matlab,1,
457,Male,Hispanic,58,Cornell University,3.3,Electrical Engineering,,,,Fraternity 2,Fraternity 3,Aviation Club,IEEE,ASME,Student Government,,Experimental Design,ROS,LaTeX,Coding,,1,
458,Male,Black,27,University of Illinois at Urbana–Champaign,3.4,Mathematics,,,,Fraternity 2,Varsity Football,Tau Beta Pi,Electric Vehicles Club,Habitat for Humanity,Robotics Club,,Prototyping,ROS,Experimental Design,Coding,,1,
459,Male,White,42,Rockefeller University,3.5,Computer Engineering,,,,Fraternity 1,Varsity Men's Track & Field,Rocket Club,AIAA,Aviation Club,Student Government,,Math,C++,Robotics,CAD,,1,
460,Male,Black,30,University of Illinois at Urbana–Champaign,3.3,Electrical Engineering,,,,Varsity Hockey,Fraternity 1,Economics Club,Robotics Club,Aviation Club,Electric Vehicles Club,,Experimental Design,Matlab,Prototyping,Presenting,,1,
461,Male,Black,57,Weizmann Institute of Science,3.4,Aerospace Engineering,,,,Fraternity 2,Fraternity 3,ASME,Habitat for Humanity,Aviation Club,Student Government,,Microsoft Excel,Presenting,Microsoft Word,Math,,1,
462,Male,Other,61,University of California Los Angeles,3.4,Aerospace Engineering,,,,Varsity Men's Soccer,Fraternity 1,IEEE,Aviation Club,Student Government,Robotics Club,,Simulation,Simulink,LaTeX,C++,,1,
463,Male,White,57,University of Chicago,3.7,Electrical Engineering,University of Chicago,3.6,Mathematics,Varsity Hockey,Fraternity 2,ASME,Economics Club,Ultimate Frisbee,Robotics Club,Rocket Club,Python,ROS,LaTeX,Microsoft Excel,Matlab,1,
464,Male,Black,56,University of Texas Southwestern Medical Center,3.5,Mathematics,,,,Varsity Football,Fraternity 1,Rocket Club,IEEE,Robotics Club,Tau Beta Pi,,Math,C++,Python,Matlab,,1,
465,Male,Other,58,University of Chicago,3.7,Mathematics,California Institute of Technology,3.5,Computer Engineering,Fraternity 2,Fraternity 1,AIAA,Economics Club,Rocket Club,Engineers without Borders,IEEE,Python,LaTeX,Experimental Design,CAD,C++,1,
466,Male,Hispanic,34,Massachusetts Institute of Technology,3.5,Electrical Engineering,University of Cambridge,3.5,Mathematics,Varsity Men's Track & Field,Fraternity 2,Aviation Club,Hacking Club,Ultimate Frisbee,AIAA,Habitat for Humanity,Python,ROS,Robotics,Matlab,Math,1,
467,Male,Unspecified,36,University of California Los Angeles,3.6,Electrical Engineering,Kyoto University,3.7,Mathematics,Fraternity 2,Varsity Men's Soccer,Student Government,Economics Club,Hacking Club,IEEE,Tau Beta Pi,Math,Experimental Design,Simulink,Python,CAD,1,
468,Male,Asian,34,Yale University,3.7,Computer Engineering,Columbia University,3.5,Mechanical Engineering,Varsity Hockey,Varsity Men's Soccer,Rocket Club,ASME,Habitat for Humanity,Ultimate Frisbee,Aviation Club,C++,Communication,Math,Prototyping,LaTeX,1,
469,Male,Asian,40,Johns Hopkins University,3.4,Mechanical Engineering,,,,Varsity Men's Track & Field,Varsity Hockey,Electric Vehicles Club,AIAA,Robotics Club,Tau Beta Pi,,Prototyping,Simulation,Python,CAD,,1,
470,Male,White,61,University of California Los Angeles,3.2,Aerospace Engineering,,,,Fraternity 1,Varsity Men's Track & Field,Economics Club,Habitat for Humanity,Hacking Club,Ultimate Frisbee,,Coding,Prototyping,ROS,Communication,,1,
471,Male,Asian,46,Kyoto University,3.5,Computer Engineering,,,,Varsity Men's Track & Field,Varsity Hockey,Electric Vehicles Club,ASME,Habitat for Humanity,Hacking Club,,Matlab,Coding,Microsoft Word,CAD,,1,
472,Male,Other,30,University of Texas Southwestern Medical Center,3.4,Physics,,,,Varsity Men's Soccer,Fraternity 1,Hacking Club,Aviation Club,Rocket Club,ASME,,Simulink,C++,Microsoft Excel,Matlab,,1,
473,Male,Black,50,Hebrew University of Jerusalem,3.5,Mechanical Engineering,,,,Fraternity 2,Varsity Hockey,Habitat for Humanity,Ultimate Frisbee,Aviation Club,Robotics Club,,LaTeX,Communication,Presenting,Coding,,1,
474,Male,Unspecified,59,Weizmann Institute of Science,3.7,Physics,Johns Hopkins University,3.5,Aerospace Engineering,Varsity Men's Soccer,Varsity Hockey,Electric Vehicles Club,Ultimate Frisbee,ASME,Hacking Club,Economics Club,Math,C++,Simulation,CAD,Microsoft Word,1,
475,Male,Unspecified,47,Cornell University,3.3,Aerospace Engineering,,,,Varsity Men's Soccer,Varsity Hockey,Engineers without Borders,Hacking Club,Robotics Club,Electric Vehicles Club,,C++,Presenting,ROS,Robotics,,1,
476,Male,Asian,59,Harvard University,3.7,Physics,University of Chicago,3.7,Electrical Engineering,Varsity Men's Track & Field,Varsity Football,Hacking Club,Robotics Club,Engineers without Borders,Habitat for Humanity,Ultimate Frisbee,Math,Simulink,Microsoft Word,Matlab,Microsoft Excel,1,
477,Male,Hispanic,42,University of California Los Angeles,3.3,Physics,,,,Varsity Football,Fraternity 3,Tau Beta Pi,ASME,Economics Club,Electric Vehicles Club,,Experimental Design,Simulation,Robotics,C++,,1,
478,Male,Unspecified,53,New York University,3.5,Electrical Engineering,,,,Fraternity 2,Fraternity 3,Aviation Club,Tau Beta Pi,Robotics Club,ASME,,CAD,Coding,ROS,Experimental Design,,1,
479,Male,Other,46,University of Pennsylvania,3.6,Aerospace Engineering,Princeton University,3.5,Physics,Fraternity 3,Varsity Football,Hacking Club,Electric Vehicles Club,ASME,IEEE,Habitat for Humanity,Communication,Matlab,Math,Simulation,CAD,1,
480,Male,Hispanic,30,Johns Hopkins University,3.5,Electrical Engineering,Massachusetts Institute of Technology,3.7,Physics,Fraternity 2,Varsity Men's Track & Field,AIAA,Engineers without Borders,Rocket Club,Electric Vehicles Club,Student Government,C++,Coding,CAD,Experimental Design,Robotics,1,
481,Male,Hispanic,64,Stanford University,3.6,Physics,Yale University,3.6,Computer Engineering,Fraternity 3,Varsity Hockey,AIAA,Engineers without Borders,IEEE,Ultimate Frisbee,Economics Club,ROS,Microsoft Excel,Math,Python,C++,1,
482,Male,Hispanic,38,University of Chicago,3.6,Electrical Engineering,University of Oxford,3.5,Mechanical Engineering,Varsity Men's Soccer,Varsity Hockey,Electric Vehicles Club,Hacking Club,AIAA,Engineers without Borders,Aviation Club,CAD,Coding,Simulation,Communication,Python,1,
483,Male,Other,46,University of Tokyo,3.5,Aerospace Engineering,Kyoto University,3.6,Aerospace Engineering,Varsity Football,Fraternity 3,ASME,Electric Vehicles Club,Rocket Club,Engineers without Borders,Aviation Club,Experimental Design,Presenting,Simulation,Microsoft Excel,Python,1,
484,Male,Hispanic,47,Kyoto University,3.6,Physics,Columbia University,3.7,Electrical Engineering,Varsity Football,Varsity Men's Track & Field,Student Government,Aviation Club,Ultimate Frisbee,IEEE,AIAA,C++,Microsoft Excel,Presenting,Simulation,Simulink,1,
485,Male,Hispanic,53,University of Tokyo,3.5,Mechanical Engineering,,,,Fraternity 1,Fraternity 3,ASME,Rocket Club,Tau Beta Pi,Ultimate Frisbee,,Microsoft Word,Simulink,LaTeX,Matlab,,1,
486,Male,Asian,37,Kyoto University,3.6,Computer Engineering,Yale University,3.7,Electrical Engineering,Varsity Men's Soccer,Varsity Hockey,Economics Club,Ultimate Frisbee,Electric Vehicles Club,Rocket Club,Tau Beta Pi,ROS,Experimental Design,LaTeX,Coding,Math,1,
487,Male,Black,55,Weizmann Institute of Science,3.7,Aerospace Engineering,Princeton University,3.6,Electrical Engineering,Varsity Men's Soccer,Fraternity 3,ASME,Hacking Club,Engineers without Borders,Aviation Club,Habitat for Humanity,Math,Microsoft Excel,Communication,Python,Robotics,1,
488,Male,Black,47,University of Oxford,3.5,Mathematics,University of Cambridge,3.7,Mechanical Engineering,Fraternity 3,Varsity Men's Track & Field,Student Government,IEEE,AIAA,ASME,Hacking Club,ROS,C++,Microsoft Excel,Simulink,Communication,1,
489,Male,Black,52,University of California Los Angeles,3.4,Mechanical Engineering,,,,Varsity Football,Varsity Men's Soccer,Hacking Club,Aviation Club,Habitat for Humanity,IEEE,,Communication,CAD,ROS,Math,,1,
490,Male,Asian,25,Swiss Federal Institute of Technology in Zurich,3.5,Electrical Engineering,Princeton University,3.7,Aerospace Engineering,Fraternity 1,Varsity Hockey,Tau Beta Pi,Rocket Club,Ultimate Frisbee,Habitat for Humanity,AIAA,Presenting,Math,CAD,Matlab,Experimental Design,1,
491,Male,Hispanic,48,University of California San Diego,3.4,Aerospace Engineering,,,,Varsity Men's Track & Field,Varsity Hockey,Electric Vehicles Club,Tau Beta Pi,Robotics Club,IEEE,,C++,Prototyping,Coding,Math,,1,
492,Male,Other,41,Kyoto University,3.7,Computer Engineering,Stanford University,3.6,Mathematics,Fraternity 3,Varsity Men's Track & Field,Ultimate Frisbee,Rocket Club,Aviation Club,Tau Beta Pi,Student Government,LaTeX,CAD,Coding,ROS,C++,1,
493,Male,Unspecified,58,University of Illinois at Urbana–Champaign,3.3,Mechanical Engineering,,,,Varsity Men's Track & Field,Varsity Men's Soccer,Hacking Club,Robotics Club,AIAA,Engineers without Borders,,Experimental Design,Python,Math,Microsoft Excel,,1,
494,Male,Unspecified,40,University of Cambridge,3.5,Mechanical Engineering,University of California Berkeley,3.6,Mathematics,Fraternity 3,Varsity Men's Track & Field,Robotics Club,ASME,Hacking Club,Tau Beta Pi,Rocket Club,Presenting,C++,Microsoft Excel,Microsoft Word,Simulation,1,
495,Male,Unspecified,50,Swiss Federal Institute of Technology in Zurich,3.4,Mechanical Engineering,,,,Varsity Football,Varsity Men's Track & Field,IEEE,Student Government,Electric Vehicles Club,Ultimate Frisbee,,Python,Simulink,Experimental Design,Robotics,,1,
496,Male,White,46,University of Pennsylvania,3.5,Aerospace Engineering,,,,Fraternity 1,Varsity Men's Track & Field,ASME,IEEE,Engineers without Borders,Habitat for Humanity,,Simulink,Communication,C++,Simulation,,1,
497,Male,Black,32,Stanford University,3.5,Electrical Engineering,Swiss Federal Institute of Technology in Zurich,3.7,Mechanical Engineering,Varsity Hockey,Fraternity 1,Tau Beta Pi,IEEE,AIAA,Habitat for Humanity,Economics Club,Matlab,LaTeX,Python,CAD,Communication,1,
498,Male,Other,56,University of Texas Southwestern Medical Center,3.3,Aerospace Engineering,,,,Fraternity 3,Varsity Football,Engineers without Borders,Hacking Club,Habitat for Humanity,Aviation Club,,Simulink,Python,Math,C++,,1,
499,Male,Other,37,University of Tokyo,3.3,Aerospace Engineering,,,,Varsity Football,Fraternity 3,Engineers without Borders,Electric Vehicles Club,Aviation Club,IEEE,,C++,Python,Robotics,Coding,,1,
500,Male,White,33,University of California Berkeley,3.3,Physics,,,,Varsity Hockey,Varsity Men's Track & Field,Ultimate Frisbee,AIAA,Hacking Club,ASME,,Simulation,CAD,ROS,Microsoft Word,,1,
501,Male,Unspecified,54,University of Wisconsin–Madison,3.4,Computer Engineering,,,,Varsity Football,Varsity Men's Track & Field,Robotics Club,Hacking Club,Habitat for Humanity,Ultimate Frisbee,,LaTeX,Microsoft Excel,Communication,Coding,,1,
502,Male,Unspecified,59,Weizmann Institute of Science,3.4,Aerospace Engineering,,,,Varsity Football,Varsity Men's Soccer,Electric Vehicles Club,Rocket Club,IEEE,Robotics Club,,LaTeX,Experimental Design,Microsoft Word,Simulink,,1,
503,Male,Other,38,University of Chicago,3.5,Mathematics,,,,Varsity Men's Soccer,Fraternity 1,AIAA,Student Government,Habitat for Humanity,Robotics Club,,Microsoft Word,Simulink,Simulation,Matlab,,1,
504,Male,Hispanic,59,University of Illinois at Urbana–Champaign,3.2,Electrical Engineering,,,,Varsity Men's Soccer,Varsity Hockey,Habitat for Humanity,Student Government,Aviation Club,ASME,,Microsoft Excel,Simulink,Matlab,ROS,,1,
505,Male,Unspecified,63,University of Oxford,3.5,Physics,Massachusetts Institute of Technology,3.6,Mathematics,Varsity Men's Track & Field,Fraternity 2,Electric Vehicles Club,Student Government,IEEE,ASME,Engineers without Borders,CAD,Coding,Prototyping,Microsoft Excel,Presenting,1,
