Person Number,Sex,Race,Age,Undergraduate School Name,Undergraduate GPA,Undergraduate Major,Graduate School Name,Graduate GPA,Graduate Major,Activity1,Activity2,Activity3,Activity4,Activity5,Activity6,Activity7,Skill1,Skill2,Skill3,Skill4,Skill5,Is Employed
1152,2,0,27,21,3.4,4,21,3.4,4,7,10,22,16,20,27,0,6,15,16,7,0,1
1153,2,4,50,3,3.7,5,3,3.7,5,11,10,22,15,21,23,26,7,5,11,13,2,1
1154,2,3,31,17,3.5,5,17,3.5,5,13,11,27,20,15,18,0,1,4,6,9,0,1
1155,2,1,44,10,3.3,1,10,3.3,1,8,13,20,19,16,21,0,17,12,6,4,0,1
1156,2,0,48,20,3.2,2,20,3.2,2,12,7,16,25,14,27,0,8,15,13,12,0,1
1157,2,4,26,17,3.3,6,17,3.3,6,8,13,19,27,20,24,0,3,15,13,9,0,1
1158,2,3,29,10,3.2,4,10,3.2,4,12,11,26,17,27,25,0,3,16,14,10,0,1
1159,2,1,50,22,3.2,6,22,3.2,6,13,9,14,22,15,20,0,1,3,15,9,0,1
1160,2,1,58,7,3.7,5,7,3.7,5,13,12,20,22,14,25,24,3,6,13,5,4,1
1161,2,0,34,23,3.3,5,23,3.3,5,7,9,25,17,18,21,0,7,1,4,2,0,1
1162,2,3,31,27,3.5,2,27,3.5,2,9,8,19,26,16,23,0,13,8,11,4,0,1
1163,2,0,25,13,3.5,2,13,3.5,2,8,13,19,17,20,14,22,6,12,3,1,11,1
1164,2,0,41,13,3.5,3,13,3.5,3,13,10,21,15,26,27,0,2,12,10,8,0,1
1165,2,3,43,24,3.5,2,24,3.5,2,8,12,17,15,24,19,0,12,5,17,11,0,1
1166,2,1,35,3,3.5,3,3,3.5,3,9,11,23,21,27,25,24,5,2,17,12,4,1
1167,2,3,25,4,3.6,5,4,3.6,5,8,9,14,16,15,27,23,11,7,10,8,5,1
1168,2,5,22,16,3.6,3,16,3.6,3,10,7,20,14,26,27,19,6,16,17,8,3,1
1169,2,4,48,4,3.7,4,4,3.7,4,8,11,23,18,27,26,22,16,7,3,2,6,1
1170,2,5,40,29,3.4,2,29,3.4,2,9,13,18,14,20,24,0,11,2,7,17,0,1
1171,2,2,59,11,3.2,5,11,3.2,5,12,10,17,26,23,18,0,14,13,17,15,0,1
1172,2,0,31,16,3.6,2,16,3.6,2,12,7,15,18,19,17,25,16,8,1,14,4,1
1173,2,4,62,6,3.6,1,6,3.6,1,9,7,14,25,20,19,24,10,5,3,13,16,1
1174,2,5,44,16,3.2,3,16,3.2,3,10,8,22,17,18,27,0,2,4,15,7,0,1
1175,2,1,56,6,3.7,5,6,3.7,5,11,12,21,15,27,25,16,12,2,6,5,17,1
1176,2,4,48,12,3.5,2,12,3.5,2,9,13,22,19,26,14,0,3,14,15,12,0,1
1177,2,0,42,2,3.7,3,2,3.7,3,10,11,22,15,25,24,19,16,8,11,17,10,1
1178,2,2,39,1,3.5,2,1,3.5,2,11,13,19,16,17,20,18,3,6,7,5,15,1
1179,2,3,37,14,3.5,2,14,3.5,2,9,12,22,26,27,23,18,12,16,1,6,3,1
1180,2,1,47,12,3.6,2,12,3.6,2,7,9,17,24,19,25,22,6,7,17,11,5,1
1181,2,2,59,12,3.2,3,12,3.2,3,11,12,14,24,19,16,0,9,7,13,17,0,1
1182,2,1,56,19,3.6,2,19,3.6,2,8,13,24,21,17,22,14,2,8,11,14,10,1
1183,2,1,49,19,3.7,3,19,3.7,3,10,13,26,18,23,24,16,1,7,4,8,2,1
1184,2,5,33,1,3.7,6,1,3.7,6,11,7,21,24,23,18,22,10,1,6,11,14,1
1185,2,0,49,26,3.5,3,26,3.5,3,11,9,16,23,24,25,0,14,8,16,5,0,1
1186,2,4,55,25,3.4,1,25,3.4,1,13,9,25,27,20,19,0,8,6,4,16,0,1
1187,2,5,29,15,3.6,5,15,3.6,5,13,11,15,19,23,14,24,16,4,2,1,11,1
1188,2,1,41,19,3.5,1,19,3.5,1,12,11,24,20,21,27,0,11,9,14,1,0,1
1189,2,5,24,19,3.7,5,19,3.7,5,7,12,18,14,24,17,20,4,14,2,15,1,1
1190,2,3,24,13,3.4,1,13,3.4,1,9,8,15,20,22,25,0,7,15,8,9,0,1
1191,2,2,33,21,3.2,3,21,3.2,3,8,10,17,19,20,16,0,1,2,15,13,0,1
1192,2,1,59,25,3.4,6,25,3.4,6,12,10,26,22,19,23,0,9,17,2,12,0,1
1193,2,1,28,3,3.5,3,3,3.5,3,10,11,27,20,15,18,24,10,17,15,8,16,1
1194,2,2,29,29,3.2,3,29,3.2,3,10,12,27,20,17,16,0,16,7,15,17,0,1
1195,2,0,56,13,3.3,3,13,3.3,3,11,12,15,18,27,22,0,16,9,13,2,0,1
1196,2,5,27,19,3.5,2,19,3.5,2,10,12,15,20,22,18,21,14,17,6,5,3,1
1197,2,2,57,10,3.2,1,10,3.2,1,7,9,27,24,25,20,0,14,2,15,16,0,1
1198,2,5,31,24,3.3,3,24,3.3,3,13,8,17,16,22,26,0,1,3,2,6,0,1
1199,2,1,44,4,3.5,4,4,3.5,4,8,13,18,15,19,26,21,17,1,9,16,14,1
1200,2,0,54,15,3.5,4,15,3.5,4,8,9,21,23,18,15,17,14,1,17,7,4,1
1201,2,0,39,12,3.3,1,12,3.3,1,9,13,16,19,18,26,0,7,4,17,15,0,1
1202,2,5,29,1,3.6,1,1,3.6,1,8,13,24,23,18,20,26,10,17,13,5,16,1
1203,2,5,37,14,3.2,3,14,3.2,3,8,11,25,22,17,19,0,3,12,17,1,0,1
1204,2,1,30,19,3.5,4,19,3.5,4,8,12,16,23,15,22,20,15,11,14,1,10,1
1205,2,5,25,11,3.7,6,11,3.7,6,12,7,16,14,27,23,18,11,7,17,8,2,1
1206,2,2,25,9,3.5,6,9,3.5,6,12,7,26,15,25,24,16,4,16,1,11,7,1
1207,2,5,27,1,3.6,6,1,3.6,6,9,10,25,14,24,15,27,3,16,7,12,10,1
1208,2,4,38,16,3.2,5,16,3.2,5,9,10,21,24,18,26,0,3,4,9,8,0,1
1209,2,0,52,27,3.4,4,27,3.4,4,7,10,17,23,16,20,0,4,5,6,14,0,1
1210,2,3,62,25,3.4,1,25,3.4,1,13,7,20,26,25,22,0,6,5,10,2,0,1
1211,2,2,55,3,3.7,6,3,3.7,6,8,12,20,27,24,23,17,16,2,14,3,7,1
1212,2,3,22,3,3.6,4,3,3.6,4,7,9,21,23,16,24,27,2,13,16,1,17,1
1213,2,1,36,29,3.4,3,29,3.4,3,11,12,25,17,15,18,0,3,15,1,11,0,1
1214,2,5,34,12,3.2,6,12,3.2,6,9,12,25,23,14,24,0,5,7,3,14,0,1
1215,2,4,44,2,3.7,5,2,3.7,5,11,13,26,27,14,23,17,8,2,11,9,7,1
1216,2,3,41,6,3.5,1,6,3.5,1,7,13,25,14,27,26,16,9,16,10,2,5,1
1217,2,2,52,20,3.4,1,20,3.4,1,7,8,17,18,22,27,0,3,8,5,1,0,1
1218,2,1,24,14,3.4,5,14,3.4,5,9,12,24,14,19,25,0,14,11,7,2,0,1
1219,2,5,48,3,3.6,5,3,3.6,5,13,10,25,17,18,26,21,1,4,17,7,3,1
1220,2,4,45,19,3.5,5,19,3.5,5,7,11,19,24,15,18,0,2,11,16,14,0,1
1221,2,0,23,3,3.5,5,3,3.5,5,7,11,26,19,14,21,20,4,13,7,6,8,1
1222,2,3,62,29,3.3,3,29,3.3,3,7,10,15,27,25,22,0,12,17,3,13,0,1
1223,2,1,62,5,3.5,1,5,3.5,1,9,11,19,16,25,23,15,16,2,1,17,8,1
1224,2,2,56,29,3.2,3,29,3.2,3,13,11,27,15,23,17,0,1,15,11,16,0,1
1225,2,4,40,19,3.6,6,19,3.6,6,12,13,23,19,25,20,18,10,13,17,2,8,1
1226,2,2,25,11,3.2,6,11,3.2,6,11,7,23,18,21,20,0,4,2,5,1,0,1
1227,2,0,44,12,3.7,5,12,3.7,5,10,13,16,24,27,14,18,9,16,6,15,2,1
1228,2,0,27,19,3.6,1,19,3.6,1,9,11,23,19,15,17,25,7,14,17,13,15,1
1229,2,3,43,23,3.2,4,23,3.2,4,8,7,16,15,20,24,0,13,2,9,10,0,1
1230,2,3,42,7,3.6,3,7,3.6,3,9,8,18,24,21,16,15,15,16,6,5,7,1
1231,2,1,43,16,3.5,2,16,3.5,2,12,7,27,14,21,24,0,16,15,14,7,0,1
1232,2,2,25,15,3.5,2,15,3.5,2,7,12,19,26,22,14,27,10,3,16,11,1,1
1233,2,3,43,11,3.4,1,11,3.4,1,12,11,27,15,24,18,0,5,12,15,6,0,1
1234,2,3,32,10,3.6,5,10,3.6,5,11,9,16,18,26,14,19,5,1,8,14,13,1
1235,2,0,52,14,3.4,4,14,3.4,4,9,7,23,15,19,14,0,13,3,16,8,0,1
1236,2,0,62,29,3.2,1,29,3.2,1,9,11,23,16,21,14,0,14,4,10,5,0,1
1237,2,5,54,28,3.4,3,28,3.4,3,11,12,22,26,23,14,0,2,13,7,9,0,1
1238,2,0,53,18,3.4,2,18,3.4,2,8,9,26,18,24,15,0,14,1,17,7,0,1
1239,2,4,56,12,3.6,3,12,3.6,3,11,7,18,23,16,22,14,13,4,16,2,9,1
1240,2,3,25,7,3.6,6,7,3.6,6,11,12,16,15,19,22,24,7,3,9,11,12,1
1241,2,2,41,13,3.3,2,13,3.3,2,12,11,18,24,17,26,0,16,3,14,12,0,1
1242,2,1,62,11,3.7,2,11,3.7,2,13,9,18,25,16,27,22,11,17,10,16,8,1
1243,2,4,39,17,3.6,6,17,3.6,6,7,13,24,19,18,20,26,13,2,8,11,10,1
1244,2,3,36,23,3.2,2,23,3.2,2,10,9,15,25,26,22,0,3,5,8,7,0,1
1245,2,5,28,20,3.2,3,20,3.2,3,8,12,24,23,21,22,0,9,13,3,6,0,1
1246,2,2,52,1,3.7,5,1,3.7,5,11,12,26,19,20,16,27,4,12,10,16,5,1
1247,2,4,61,23,3.4,3,23,3.4,3,9,7,17,20,24,14,0,16,11,12,15,0,1
1248,2,1,49,18,3.3,4,18,3.3,4,10,7,25,26,20,14,0,8,3,1,17,0,1
1249,2,3,33,5,3.5,2,5,3.5,2,11,8,26,15,23,22,27,7,2,8,1,17,1
1250,2,4,59,24,3.2,2,24,3.2,2,10,11,23,14,24,15,0,12,2,15,5,0,1
1251,2,3,29,25,3.4,2,25,3.4,2,13,8,15,19,24,18,0,13,14,8,4,0,1
1252,2,2,40,19,3.3,5,19,3.3,5,8,11,27,22,17,20,0,6,16,17,2,0,1
1253,2,3,52,18,3.5,1,18,3.5,1,8,7,27,17,25,20,14,12,1,3,14,11,1
1254,2,5,30,25,3.5,2,25,3.5,2,13,9,14,18,24,23,0,6,5,12,14,0,1
1255,2,0,30,11,3.6,2,11,3.6,2,10,12,22,25,19,27,26,12,10,8,4,9,1
1256,2,4,44,16,3.2,4,16,3.2,4,9,8,19,22,14,23,0,17,1,9,2,0,1
1257,2,1,48,15,3.6,5,15,3.6,5,9,10,24,14,15,25,23,10,5,16,12,1,1
1258,2,2,40,17,3.4,4,17,3.4,4,10,11,20,24,21,22,0,16,12,5,8,0,1
1259,2,1,31,22,3.5,5,22,3.5,5,9,12,16,21,14,23,0,17,4,14,3,0,1
1260,2,2,30,16,3.6,2,16,3.6,2,11,10,27,14,24,21,22,12,5,10,1,4,1
1261,2,0,26,26,3.4,5,26,3.4,5,8,7,27,16,21,19,0,8,17,3,7,0,1
1262,2,0,23,9,3.5,4,9,3.5,4,13,12,20,18,17,19,21,7,1,9,10,15,1
1263,2,5,59,23,3.4,2,23,3.4,2,7,12,16,14,21,24,0,8,17,14,11,0,1
1264,2,3,49,17,3.6,5,17,3.6,5,13,12,14,27,17,22,24,17,13,15,7,4,1
1265,2,3,61,7,3.5,6,7,3.5,6,9,10,27,14,25,21,22,15,5,8,9,12,1
1266,2,0,41,19,3.4,3,19,3.4,3,7,13,25,27,17,15,0,4,1,6,9,0,1
1267,2,5,57,16,3.2,5,16,3.2,5,13,8,24,21,15,19,0,4,7,3,8,0,1
1268,2,1,48,16,3.5,2,16,3.5,2,9,10,25,19,14,17,16,14,9,5,4,10,1
1269,2,2,25,21,3.5,1,21,3.5,1,11,13,15,21,26,23,0,15,17,8,12,0,1
1270,2,4,58,19,3.5,2,19,3.5,2,8,7,14,17,22,23,25,8,13,15,9,6,1
1271,2,2,46,4,3.5,5,4,3.5,5,13,12,17,23,27,25,19,3,16,11,17,7,1
1272,2,2,60,10,3.6,1,10,3.6,1,9,8,27,19,16,22,25,7,6,1,11,17,1
1273,2,2,44,28,3.2,3,28,3.2,3,10,8,22,21,17,20,0,13,11,10,8,0,1
1274,2,5,35,26,3.3,5,26,3.3,5,11,13,25,18,14,27,0,10,11,8,1,0,1
1275,2,2,58,26,3.3,2,26,3.3,2,10,13,19,27,21,26,0,8,2,4,5,0,1
1276,2,2,41,17,3.5,2,17,3.5,2,12,11,26,17,19,21,25,14,4,8,17,5,1
1277,2,3,26,23,3.2,5,23,3.2,5,10,11,25,18,22,26,0,6,4,13,15,0,1
1278,2,1,56,21,3.5,3,21,3.5,3,11,13,24,22,25,26,0,7,11,10,9,0,1
1279,2,2,53,19,3.2,6,19,3.2,6,13,9,25,27,23,26,0,2,8,15,6,0,1
1280,2,1,49,25,3.4,2,25,3.4,2,9,10,23,26,17,15,0,3,7,6,14,0,1
1281,2,1,62,27,3.5,2,27,3.5,2,9,11,25,14,15,26,0,9,2,14,17,0,1
1282,2,3,48,21,3.5,5,21,3.5,5,9,13,27,17,14,20,0,17,14,11,12,0,1
1283,2,0,39,10,3.6,6,10,3.6,6,12,7,18,17,15,25,14,1,2,12,5,3,1
1284,2,3,38,12,3.6,3,12,3.6,3,7,9,24,21,25,22,16,14,17,12,1,5,1
1285,2,3,42,19,3.3,2,19,3.3,2,11,9,21,23,20,22,0,13,8,10,7,0,1
1286,2,5,22,12,3.3,1,12,3.3,1,10,8,15,23,19,16,0,10,12,4,3,0,1
1287,2,2,31,11,3.6,5,11,3.6,5,8,9,20,23,21,15,14,3,10,11,15,4,1
1288,2,1,64,22,3.5,4,22,3.5,4,9,11,16,17,15,23,0,12,4,9,2,0,1
1289,2,3,25,17,3.3,6,17,3.3,6,13,7,21,15,19,22,0,11,12,7,10,0,1
1290,2,5,28,14,3.6,5,14,3.6,5,13,7,21,24,17,19,14,16,7,12,13,10,1
1291,2,1,33,18,3.2,2,18,3.2,2,7,10,14,17,21,24,0,17,6,14,16,0,1
1292,2,4,36,1,3.6,5,1,3.6,5,12,8,25,18,26,17,23,1,4,6,9,17,1
1293,2,2,41,22,3.3,1,22,3.3,1,12,10,15,17,24,22,0,4,10,13,1,0,1
1294,2,3,37,11,3.2,2,11,3.2,2,13,11,16,27,19,17,0,9,1,4,7,0,1
1295,2,0,42,1,3.5,2,1,3.5,2,7,9,15,25,14,16,24,6,2,15,14,16,1
1296,2,5,27,11,3.6,5,11,3.6,5,12,8,18,25,26,23,22,16,17,12,5,1,1
1297,2,4,40,23,3.2,4,23,3.2,4,10,9,25,17,26,20,0,2,13,9,3,0,1
1298,2,4,38,20,3.3,2,20,3.3,2,8,7,14,18,23,15,0,17,7,14,11,0,1
1299,2,4,48,23,3.3,4,23,3.3,4,7,13,19,27,20,23,0,12,5,11,4,0,1
1300,2,2,58,14,3.2,1,14,3.2,1,8,12,16,24,21,14,0,2,8,11,14,0,1
1301,2,1,25,16,3.5,1,16,3.5,1,7,10,23,16,26,18,0,8,7,4,16,0,1
1302,2,5,27,7,3.6,4,7,3.6,4,10,8,16,24,15,27,19,15,14,6,13,2,1
1303,2,4,64,17,3.7,6,17,3.7,6,9,8,14,26,17,15,16,15,8,9,7,5,1
1304,2,5,54,15,3.4,3,15,3.4,3,9,8,27,25,23,15,0,5,7,11,2,0,1
1305,2,1,51,13,3.5,4,13,3.5,4,10,13,21,23,25,22,16,5,12,8,7,1,1
1306,2,1,59,18,3.5,4,18,3.5,4,13,12,18,17,21,25,0,12,10,1,5,0,1
1307,2,1,31,7,3.5,1,7,3.5,1,10,12,21,19,23,15,24,10,9,5,2,12,1
1308,2,4,57,29,3.4,4,29,3.4,4,10,9,27,18,26,23,0,4,5,15,17,0,1
1309,2,5,38,17,3.5,3,17,3.5,3,12,7,26,20,21,18,24,14,13,9,4,8,1
1310,2,4,22,16,3.3,3,16,3.3,3,8,12,24,25,14,22,0,6,14,13,10,0,1
1311,2,1,49,12,3.4,2,12,3.4,2,7,9,23,14,24,22,0,9,17,8,1,0,1
1312,2,3,45,24,3.2,2,24,3.2,2,8,12,22,20,15,24,0,4,1,17,15,0,1
1313,2,1,25,4,3.7,4,4,3.7,4,7,8,15,14,25,27,26,7,14,5,4,6,1
1314,2,1,37,3,3.7,2,3,3.7,2,13,12,27,18,19,17,21,12,13,2,14,3,1
1315,2,4,31,11,3.4,2,11,3.4,2,9,11,16,15,23,19,0,16,6,17,11,0,1
1316,2,3,56,13,3.7,6,13,3.7,6,9,13,19,16,21,14,18,9,6,2,17,15,1
1317,2,4,45,10,3.7,5,10,3.7,5,7,8,16,17,19,14,20,12,5,16,6,14,1
1318,2,3,46,5,3.6,1,5,3.6,1,12,11,18,19,24,20,16,14,3,8,2,10,1
1319,2,0,55,25,3.5,4,25,3.5,4,9,8,26,21,17,23,0,7,9,17,16,0,1
1320,2,4,39,3,3.7,6,3,3.7,6,7,13,27,21,24,14,23,1,16,9,3,12,1
1321,2,4,27,11,3.5,5,11,3.5,5,8,9,24,18,14,16,0,4,10,3,8,0,1
1322,2,2,57,27,3.5,4,27,3.5,4,8,13,19,27,18,14,0,17,16,6,12,0,1
1323,2,1,23,8,3.6,4,8,3.6,4,10,13,27,19,24,23,16,15,11,1,8,3,1
1324,2,0,36,13,3.3,2,13,3.3,2,11,13,20,26,17,16,0,3,16,4,15,0,1
1325,2,2,55,11,3.5,3,11,3.5,3,11,8,25,16,24,19,0,6,5,1,2,0,1
1326,2,0,29,1,3.5,2,1,3.5,2,10,7,14,25,20,27,18,16,3,17,5,15,1
1327,2,2,50,29,3.5,4,29,3.5,4,13,7,26,21,18,27,0,17,2,10,8,0,1
1328,2,5,61,1,3.5,3,1,3.5,3,13,7,18,17,20,24,22,15,4,8,13,1,1
1329,2,0,43,20,3.2,2,20,3.2,2,12,13,23,17,14,24,0,15,3,9,4,0,1
1330,2,2,32,19,3.7,4,19,3.7,4,7,13,20,23,22,24,25,5,13,7,3,15,1
1331,2,0,64,16,3.5,5,16,3.5,5,12,9,20,18,27,19,0,15,2,14,1,0,1
1332,2,0,28,19,3.2,5,19,3.2,5,11,8,21,20,22,16,0,2,5,13,6,0,1
1333,2,1,22,15,3.6,4,15,3.6,4,7,8,16,22,18,25,20,12,9,17,16,2,1
1334,2,3,29,15,3.5,6,15,3.5,6,12,7,26,17,25,24,0,15,6,17,9,0,1
1335,2,4,63,19,3.7,3,19,3.7,3,8,7,23,14,19,25,20,8,4,15,14,10,1
1336,2,3,55,12,3.2,1,12,3.2,1,9,8,26,25,17,23,0,8,12,2,4,0,1
1337,2,1,31,15,3.5,4,15,3.5,4,7,12,20,22,17,24,0,17,16,4,3,0,1
1338,2,4,64,12,3.2,4,12,3.2,4,13,8,20,14,18,23,0,9,11,2,16,0,1
1339,2,2,33,16,3.6,1,16,3.6,1,10,11,23,15,18,17,25,15,12,1,14,2,1
1340,2,2,22,16,3.2,4,16,3.2,4,13,12,19,23,17,27,0,1,4,12,8,0,1
1341,2,2,28,18,3.3,3,18,3.3,3,7,8,25,21,27,16,0,16,6,5,13,0,1
1342,2,1,57,19,3.7,3,19,3.7,3,12,13,27,21,26,16,19,7,12,11,8,15,1
1343,2,3,53,8,3.5,5,8,3.5,5,8,7,16,26,15,24,20,2,1,7,15,5,1
1344,2,3,57,11,3.5,4,11,3.5,4,11,7,21,23,18,14,0,7,15,10,5,0,1
1345,2,5,33,17,3.6,1,17,3.6,1,13,10,15,19,14,25,20,7,10,3,17,4,1
1346,2,2,22,28,3.3,1,28,3.3,1,11,9,15,24,16,19,0,9,6,14,7,0,1
1347,2,1,62,17,3.4,4,17,3.4,4,8,13,19,24,20,17,0,4,16,9,1,0,1
1348,2,5,35,13,3.4,2,13,3.4,2,9,10,24,15,14,20,0,10,5,9,12,0,1
1349,2,4,42,13,3.7,6,13,3.7,6,7,11,18,21,15,26,20,13,1,15,8,7,1
1350,2,1,38,27,3.2,6,27,3.2,6,7,12,21,15,14,27,0,7,12,17,5,0,1
1351,2,2,38,22,3.5,4,22,3.5,4,12,9,23,24,15,17,0,16,8,5,1,0,1
1352,2,4,51,16,3.6,5,16,3.6,5,10,9,21,16,23,22,18,12,4,2,13,3,1
1353,2,1,54,2,3.6,1,2,3.6,1,7,8,23,26,15,17,20,16,9,13,17,15,1
1354,2,3,26,18,3.5,2,18,3.5,2,8,11,18,22,20,27,0,15,7,6,4,0,1
1355,2,0,26,1,3.5,4,1,3.5,4,11,9,14,15,27,20,26,14,10,5,17,7,1
1356,2,2,24,23,3.3,6,23,3.3,6,12,9,21,24,17,16,0,12,14,9,7,0,1
1357,2,5,46,9,3.6,6,9,3.6,6,11,13,20,22,17,25,26,4,11,17,15,3,1
1358,2,0,33,16,3.3,3,16,3.3,3,7,11,15,14,19,21,0,17,10,8,16,0,1
1359,2,4,50,8,3.7,6,8,3.7,6,13,7,18,15,20,23,21,6,8,14,10,1,1
1360,2,2,23,13,3.2,2,13,3.2,2,10,13,14,26,27,25,0,6,11,9,8,0,1
1361,2,3,35,11,3.4,4,11,3.4,4,11,13,25,17,18,24,0,2,9,16,13,0,1
1362,2,0,50,1,3.7,4,1,3.7,4,11,7,23,25,24,18,14,15,10,5,12,11,1
1363,2,2,39,28,3.4,5,28,3.4,5,11,13,22,21,27,24,0,17,3,14,7,0,1
1364,2,1,42,18,3.2,1,18,3.2,1,7,10,26,17,19,15,0,16,7,8,6,0,1
1365,2,1,54,25,3.5,2,25,3.5,2,11,8,15,23,18,27,0,6,8,12,17,0,1
1366,2,1,41,23,3.5,6,23,3.5,6,8,11,18,15,17,21,0,2,14,13,7,0,1
1367,2,1,22,11,3.4,4,11,3.4,4,8,9,26,16,18,19,0,15,11,2,13,0,1
1368,2,1,32,29,3.2,4,29,3.2,4,12,8,17,20,27,26,0,5,8,12,16,0,1
1369,2,0,34,19,3.2,3,19,3.2,3,9,7,26,25,23,19,0,5,8,13,16,0,1
1370,2,2,28,24,3.2,4,24,3.2,4,7,8,24,21,23,26,0,12,10,16,7,0,1
1371,2,1,37,13,3.3,5,13,3.3,5,11,10,20,18,23,27,0,3,5,9,12,0,1
1372,2,1,22,12,3.3,2,12,3.3,2,10,12,24,16,26,18,0,17,4,10,3,0,1
1373,2,3,46,18,3.5,6,18,3.5,6,7,10,20,16,27,23,21,4,15,13,17,9,1
1374,2,5,63,10,3.5,4,10,3.5,4,10,9,25,16,14,17,26,15,2,10,16,11,1
1375,2,1,24,2,3.5,4,2,3.5,4,12,8,23,19,20,15,17,7,9,15,10,12,1
1376,2,3,40,19,3.5,5,19,3.5,5,12,7,18,14,24,26,25,6,2,15,1,17,1
1377,2,3,29,5,3.7,2,5,3.7,2,8,9,20,24,16,26,23,7,2,16,10,4,1
1378,2,3,63,18,3.3,4,18,3.3,4,9,7,18,17,14,19,0,3,14,7,13,0,1
1379,2,0,57,27,3.5,1,27,3.5,1,10,8,24,25,20,17,0,15,14,2,16,0,1
1380,2,4,51,21,3.3,3,21,3.3,3,7,13,20,22,18,26,0,3,10,7,8,0,1
1381,2,2,43,14,3.7,1,14,3.7,1,7,13,18,22,17,26,15,13,17,2,4,6,1
1382,2,5,27,20,3.4,4,20,3.4,4,11,9,19,21,22,14,0,12,13,8,15,0,1
1383,2,2,22,7,3.7,6,7,3.7,6,8,10,27,19,24,15,21,1,4,14,11,13,1
1384,2,4,32,12,3.2,5,12,3.2,5,11,12,14,23,19,26,0,11,4,16,6,0,1
1385,2,4,59,27,3.5,2,27,3.5,2,7,11,14,23,16,24,0,2,5,1,11,0,1
1386,2,0,25,11,3.7,6,11,3.7,6,9,8,25,17,15,16,26,14,10,5,3,4,1
1387,2,1,40,15,3.4,2,15,3.4,2,9,11,25,22,26,24,0,10,8,16,4,0,1
1388,2,3,24,26,3.5,2,26,3.5,2,7,9,18,14,25,17,0,6,10,7,12,0,1
1389,2,4,47,18,3.6,5,18,3.6,5,7,9,15,19,16,24,17,10,6,3,2,7,1
1390,2,2,27,7,3.6,6,7,3.6,6,10,8,22,27,25,26,15,11,12,13,2,10,1
1391,2,0,45,19,3.7,1,19,3.7,1,8,13,23,16,22,27,17,11,4,15,14,3,1
1392,2,1,46,11,3.4,2,11,3.4,2,13,8,19,21,23,15,0,2,5,4,6,0,1
1393,2,0,62,17,3.7,1,17,3.7,1,9,13,15,23,27,21,20,12,15,1,11,4,1
1394,2,0,22,7,3.7,5,7,3.7,5,12,8,22,19,17,23,21,2,14,16,4,11,1
1395,2,4,44,18,3.7,5,18,3.7,5,11,9,23,24,19,18,15,2,5,7,10,14,1
1396,2,2,64,19,3.5,3,19,3.5,3,12,10,25,19,21,23,20,4,9,5,2,10,1
1397,2,0,44,15,3.3,1,15,3.3,1,8,10,24,26,16,14,0,17,2,8,11,0,1
1398,2,3,62,2,3.6,5,2,3.6,5,13,10,26,15,14,24,20,15,4,10,3,17,1
1399,2,1,60,11,3.7,4,11,3.7,4,8,9,26,22,24,23,27,5,8,7,15,3,1
1400,2,4,38,27,3.5,5,27,3.5,5,13,12,20,16,22,27,0,2,4,9,6,0,1
1401,2,2,44,8,3.7,3,8,3.7,3,7,10,23,25,27,26,17,6,9,17,7,1,1
1402,2,2,30,14,3.2,4,14,3.2,4,13,11,24,16,17,23,0,16,10,13,3,0,1
1403,2,3,24,2,3.5,3,2,3.5,3,9,12,23,22,18,14,15,16,17,7,11,4,1
1404,2,0,58,15,3.5,6,15,3.5,6,13,9,16,24,26,14,15,15,6,1,2,13,1
1405,2,0,34,26,3.4,4,26,3.4,4,11,8,21,22,20,26,0,4,12,8,15,0,1
1406,2,0,47,17,3.3,6,17,3.3,6,9,13,20,21,16,25,0,7,16,11,13,0,1
1407,2,4,46,25,3.3,1,25,3.3,1,13,11,24,14,17,23,0,4,16,12,3,0,1
1408,2,4,43,1,3.6,6,1,3.6,6,12,9,27,17,21,22,16,16,5,13,2,15,1
1409,2,5,56,17,3.7,5,17,3.7,5,8,9,20,27,25,24,22,9,4,15,5,17,1
1410,2,1,58,16,3.5,5,16,3.5,5,9,10,22,16,21,20,27,12,11,15,13,9,1
1411,2,1,59,16,3.6,3,16,3.6,3,10,13,14,21,25,16,20,14,4,9,13,7,1
1412,2,4,28,28,3.3,3,28,3.3,3,12,13,27,25,22,17,0,1,9,3,11,0,1
1413,2,0,41,25,3.2,6,25,3.2,6,9,12,19,14,15,16,0,10,14,7,12,0,1
1414,2,5,40,19,3.4,4,19,3.4,4,8,9,14,27,19,18,0,14,4,5,12,0,1
1415,2,1,61,8,3.7,2,8,3.7,2,13,10,27,15,24,16,25,11,13,4,9,8,1
1416,2,1,29,6,3.6,2,6,3.6,2,13,7,16,23,18,21,20,1,11,16,9,2,1
1417,2,1,24,16,3.5,5,16,3.5,5,7,13,24,17,26,27,0,15,17,3,4,0,1
1418,2,5,43,25,3.5,2,25,3.5,2,13,11,19,21,15,26,0,3,17,6,15,0,1
1419,2,1,45,11,3.7,1,11,3.7,1,7,10,23,24,26,18,21,1,6,2,11,4,1
1420,2,3,63,11,3.7,2,11,3.7,2,11,10,26,25,20,14,19,13,10,9,11,14,1
1421,2,5,28,13,3.7,6,13,3.7,6,9,8,22,24,20,18,17,11,10,2,9,14,1
1422,2,3,39,26,3.3,6,26,3.3,6,8,9,19,27,17,18,0,6,12,16,4,0,1
